book_id,review_content
4538,We found this one to be tough going for my literat
87264,Some lives seem to be much more delightful than ot
34521,Nice story for the young and young at heart from l
12961307,Re-read because Justice is So Damn Fine!!!This was
6387565,Ugh.Everything about this book was cliche and anno
3529948,Excellent read if you want to understand India in 
10567,Focusing on one main plot element can go wrong if 
18089551,***3.5 STARS***This was a very difficult book to r
43575115,"""How are you feeling?"" Zachary asks.""Like I am los"
264946,This is worth reading for the intriguing depiction
321544,If you like the Brother Cadfael series by the same
16349,Someone's getting cozy-murdered during the most fe
293583,Instagram||Twitter||Facebook||Amazon||PinterestI'm
233722,"okay, so i have never babysat a day in my life. is"
8407173,"This is so quintessentially Australian, a real com"
22692740,Find all of my reviews at:http://52bookminimum.blo
16130549,"Dan: Hi, I was a total scumbag, meaning I once swi"
10365,I finally got to this classic book and it did not 
47953,"Congratulations, Ms. Bishop! You've hit the top an"
112803,fundamentally changed my view of the world...Oft I
107159,"Wait, wait…let me get this straight: you’re going "
28006096,all the emotions
8720917,"Well... finally, a much-anticipated book that actu"
803454,I have no idea how to take this book. XDIt's truly
23437156,"Side effects of readingSix of Crowsare, but not li"
97486,"I've had my special edition for a while now, and i"
49399658,** UPDATE: the author has reached out to me acknow
2278387,"“Humans were dead, to begin with. There is no doub"
454236,"In 1972, author Nando Parrado was a member of a Ur"
61346208,"Great story, but I really didn't get the ending. O"
34501,"""Why do you go away? So that you can come back. So"
25322449,"Do not pity the dead, Harry, pity the living, and "
1010945,This is the first book I remember reading by mysel
403733,[9/10]I understand now why this Alhambra book is s
15926,"Of all the books I've read of Nicholas Sparks, I'v"
58735075,This is a very biblical book on how to cultivate d
32628,How can I best describe The Great and Secret Show 
6885465,This isn't a work to which I can assign stars- it 
522534,Instagram||Threads||Facebook||Amazon||TikTokI have
94578,If you read Nietzsche while not in the midst of so
1162022,There's a monster in my mirror with puffy bloodsho
2850535,SERIOUSLY someone stop me from picking books entir
112973743,"If you want to ""listen"" to a grown man whine for h"
66792,This read a bit like a BBC Earth documentary or so
2054761,"No, this is NOT ""THE book"" ...Want a real bio of W"
2475251,"Few books have ever moved me to tears. Sure, I get"
25613472,I don’t know how a book can splinter in my mind wi
667234,The Cat in the Hat Comes Back (The Cat in the Hat 
316558,I had a hard time giving this book a rating. I giv
59784480,"Flashy jackets, shining shoes unfit to wear in the"
41839602,WHY AM I JUST FINDING OUT ABOUT THIS??MORE LOU? HE
4326206,"So sad to say goodbye to Torak, Renn and Wolf but "
2579284,Debut espionage thriller written in 1974. Enjoyabl
122649,"Okay, so apparently I'm an idiot because it took m"
1148721,"Wow, I am in awe of the breadth and scope of this "
58438630,Another great entry in one of the best thriller se
14467,"""Of course there are two sides to the question. Le"
3423364,Don't panic. I'm not going to give you a long (bor
2293673,Graham Joyce surely is one of the most underrated 
18739426,The Bands of Mourningis the best ofMistborn: Wax a
2090640,"Aw man, I really wanted to like this.The cover pro"
40034669,I really wanted to love this book; I think the con
9854,Poor Jeffrey Sachs. He reminds me of the autistic 
7572,I found the first two thirds of the book to be eng
78433,#NAME?
274400,This is my second time through this book - the fir
398812,"Sex in the City, upper class Saudi society style! "
626339,"Several years back (this was maybe 2002, right bef"
104189,"This was a book group selection, not my own select"
184834,I read the opening few pages and instantly knew 3 
786699,Derek Walcott's Omeros is an intersection of chara
2299257,I read Chapters 1 and 5 of this book (they're the 
11901,It feels like a slow seduction.You felt the forebo
12369942,WHY? I mean really..October? This is too long for 
149267,"As soon as Chinese New Year got cancelled, I knew "
55760968,A very meta book in that the author is writing abo
234184,Richard:we've gone from children being brutalized 
40492305,John Rain is a hitman offered a job targeting thre
24912,City of Godis mosaic in structure and polyphonic i
10766509,2.5 stars. I always feel cheated when I get to the
32978448,"The Last Valentine, Felix Alexander.Alexander's be"
530903,Having read just about everything written by or ab
367802,A process in the weather of the heartA process in 
39943621,I was expecting a lot more from this book. The boo
23772,Say! I love Green Eggs and Ham.I do! I love it Seu
890,I remember reading this at school at being complet
9268487,"Freaking love Renna, Arlen and the horses! Bad ars"
2393249,Have read all of Craig's JW Johnson mysteries. Sad
6345193,"This is what fiction should be, in my opinion. Abs"
379316,"Koontz, the pleonastic King.I told myself I was no"
223838,"This book was given to me by a friend, and I think"
99894,Who areThe Boys From Brazil? And can there really 
24911006,Absolutely gripping. The subject matter is one clo
757479,"So, yeah, T.E.D. Klein....Edited TWILIGHT ZONE MAG"
17347634,"I had a hard time rating this book one star, becau"
12499290,Gavin Guile has said that he has seven great purpo
13414716,"""It would be best for all of us if the Germans sho"
18775257,★★★★! Pulse (book 2). The conclusion of Emily’s st
323623,"The title I chose for this review is interesting, "
31101,This was one Jane Green book from her chick lit da
55624426,The Emperor by Robert Reid was an interesting hist
27774758,4.5This book is totally going to have a sequel.
2502178,This is perhaps the first time I have condemned a 
9496240,“Under torture you are as if under the dominion of
77727,Strip after strip after strip.Some books just win 
42115981,LOVELESS is my fourth YA novel! It features:- an a
906669,"Sharpe knew himself to be a tough man, but he had "
832105,Great multi-disciplinary discussion of the theory 
22294935,The heat of the incinerator wrapped around Inej li
54435884,The material on the inauguration was unexpectedly 
294442,Imagine being a young girl in the early 20th centu
39715777,"First, I want to thank Daniella DeChristopher for "
57605091,"First Mariana Zapata and WOW, WHAT A ROLLERCOASTER"
36417234,Excuse my language but I tabbed the $—- out of thi
173526,"I went into this book (written in 1990) thinking, "
2768169,I review lots of books. Oodles of caboodles of boo
37570546,next up on the dinner party book club menu!!!join 
15894829,How in the world is she ever going to merge these 
40868,Ok let me get the bad out of the way because it's 
6050298,I am re-reading the series because the 1st time I 
12319445,A great book to read if you're a fan of historical
10890,I do not at all understand the mystery of grace--o
19103097,The Magicians #3: Quentin is on the outs and is ba
55095,This. Book. Is. Amazing.I have two great loves in 
23951,It's not the original. Irving Welsh wrote the orig
317697,I came across Chris Mooney at my local library whe
42975172,I can sum it up simply:this book is not needed.I h
30312891,"I said it before and I will say it again,The Dark "
3152599,This book looks at twelve mistakes in the history 
15807,I read the first half of this book in a tremendous
285212,Q:Civilization is vastly overrated. (c)Q:One of th
685788,4.5 StarsThe crash of a Dallas-bound jet wasn't ju
53285047,"people get exhausted trying to figure me out, and "
125926,The best part of reading this was doing a buddy re
93101,"For those 2 people who don't know,The Arabian Nigh"
22151696,"HAPPY POETRY MONTH!april is national poetry month,"
25322449,I’m pleasantly surprised by how authentically Osem
4415692,I have to say that this book was a disappointment 
16160797,UPDATE 2: This is my final review of the book. Mos
58990727,"A real page turner, story of a young girl trying t"
3758,Man...he's cold.Is James Bond a bit of a sexist? Y
32999129,"If you have read this book, then it has already wo"
364419,"In the late 1960s, F. Bruce Lamb was doing a fores"
8953,i started this to revisit a book i know i read for
50071950,This book describes itself as contemporary romance
7144,“Trying to untie the string and going to the windo
183658,Very short re-telling of The Princess and the Pea.
56268993,The Prophet Muhammad (pbuh) changed the world with
427065,4.5*. Parker never fails to amaze me with his uniq
1298787,This book didn't really wow me. It's not really th
139176,"""It helps in public relations to have a certain am"
2685034,One Bad Applewas an interesting opening to the sma
181077,They had us make our own cranes when we read this 
25128811,Well...that was different xD
423681,Phenomenal story of redemption. Howard had barely 
18584855,"“These things do not happen in dreams, dear girl,”"
85431,"""Life really wouldn't be worth livin' if you didn'"
1001896,1. The Real Mother GooseThis is the first review i
12637490,"Seeing as I just finished the book, I'm going to n"
3688759,"Aw, man! How much does it suck when you save somet"
88330,There is no way to review this book without coming
13222282,There has always been a war between poor powerless
11653,"In this second book in the the American Trilogy, t"
550844,I have always loved Silver Bullet.This book is sup
6748,"I used to think I was pretty smart. I did the ""gif"
13107661,"Despite the destruction of many of their labs, Mer"
13609502,This review and more can be read on my blog here:T
17849112,4 POOKY BEAR STARS!It was quite a good read.But I 
3171802,"ok block your ears people im about to scream""W O W"
317282,"FINAL RATING: 1.5 STARSWhere to begin?First off, I"
149267,You know what’s really scary? Getting sick while y
6427,Review3 stars to book #2 in the Stephanie Plum mys
40882262,My first thought about THE JEWEL was that the gorg
11327985,"Thanks to Beth Groundwater, I won this really cozy"
772606,I loved this book before I went and started writin
51591,One of Dennis Cooper's most incredible works. Two 
7042,A princess likes stories. One of her ladies-in-wai
184038287,I recently read Paul Spencer Sochaczewski's Look H
10552338,"Damn, but this book exhausted me. It wasn’t just h"
21222015,This is one of those unique pieces of writing that
54183020,Koch delivers another great story. This is my thir
7072758,If you look up ham-fisted in the dictionary it’ll 
34312,This is my favorite Maeve Binchy book that I've re
49385532,I thought this book was a unique and interesting t
9482800,I’ve probably only read about half the stories in 
1153502,Out of the six books I have read so far in the ser
12012999,I think Kristen Ashley's alpha assholes are the pi
845721,Description:The sole survivor of a torpedoed destr
82436,“Things don’t turn out the way you want them to. A
2767052,LatestBookTube Videois up - atotallyserious take o
110494,2.5 StarsSookie fucking Stackhouse!!I’ll let you k
3522419,"This is a big, thick chunky book but I raced throu"
5161,I'm hesitant to outline the book's plot for fear o
3975774,How To Write Popular YA Supernatural Literature AN
8909,"I didn't listen to the novel-novel, but I listened"
3006513,"Upon finishing this book, these are the words I wh"
102267,"Fritz Leiber, despite being more widely known toda"
6087756,Reread 10/30: Cassel is still the sarcastic little
30262,I've read most of the majors in this genre: Stoker
6080337,The Year of the Flood is a sequel to her 2003 book
139087,Picking up Hollinghurst’s book just a month after 
5052736,Another fun read. I did a double take when Diane w
23212667,It's a little hard for me to pinpoint exactly how 
8617107,"The author(s) of The Sacred Band create a vibrant,"
33396914,Buddy read withAlexa!It’s a hard thing to do to co
75060,Ahoy. So listen up grunts...I'm lying on my rack i
23611997,THE REVIEWWhy this book?I love this seriesWhat I t
17483,I'm not saying that the Five's parents are the wor
64794,Thrilling. Mind bending. We are so much more than 
23196,"Well, this is now my favorite book, bar none. In f"
2880715,http://www.jrward.com/bdb/slices.html❤❤❤More. More
5197,How did I feel at the end of this book....uplifted
217381,The sequelEurotrashwill be published next week!Kra
34197014,"Okay, so...this book is...well it was sure written"
4921,Three young gentlemen and I use that word very loo
44537,"""Climbing to the witch's cave one day, / I called "
2040612,Wow - what a debut. The writing is lucid and under
906575,I'm excited to be reading this book! Rose Wilder L
6407014,"""Mama had her little cough...Once or twice, some q"
11447921,I got a table at the Rainbow RoomI told my wife I'
68041,"A Wizard of Earthsea(3 stars)The magical, fairytal"
1083195,"I loved this book while I was reading it, and I wa"
950143,My mom told me for years that I would love this bo
139069,5 magnificent stars!!!This book just about killed 
2242500,Johan Bruyneel found a way to succeed in life and 
8709523,The Adrian & Sydney Fan Fav Scene!http://www.youtu
11805486,I read LightMasters twice and enjoyed it both time
50993,"Age, Wandering, And WisdomDavid Guterson's novel """
60925,Instagram||Twitter||Facebook||Amazon||PinterestI a
413681,With any biography the early historical references
552106,Another kinky Floridian neo-noir from Vicki Hendri
300946,Quite possibly the most beautiful picturebook I've
171087,"Amazingly, I had come across this tetralogy by Yuk"
1353452,This is my favourite novel in this excellent quart
1605034,"""Mrs. Moffat had taken her hand for comfort, and t"
17879512,I truly love this book...I appreciate the struggle
6642402,"Re-read 7/31/22:Still a 5 star fun, sexy read!And "
60682770,The Friendly Mouse is a sweet and heartfelt story 
31361,How do you review a collection of short stories? H
2325230,"In one sentence...""I love to fight, I enjoy having"
31180248,3/5 Stars ⭐️ ⭐️ ⭐️“I can't help it. I'm a Slytheri
781124,I would recommend this book to people who really e
16322,This is basically an episode of Criminal Minds.But
5764902,"ADDICTED, is not strong enough of a word to descri"
2605476,"A murder mystery solved by a ""genius"" 14 year old "
13079982,"""The good writers touch life often. The mediocre o"
341281,"[4+] Like other Hardy novels, the relationships in"
872468,What a collection of great and well plotted storie
80176,‘Only the few know the sweetness of the twisted ap
38139409,ARC provided by the publisher via Edelweiss in exc
32258,Tess Gerritsen Fans Group Link - My Second ReadCli
12358,Definitely reading more Sarah Vowell after this. A
18052969,"For about a month this past summer, it seemed like"
5266667,1/5 StarsIf you want to waste your time and money 
224500,"This was a great story, I really love the Alex Rid"
289601,This is a book I've had sitting on my shelf for ov
33571713,"I didn’t want to write this review, I’ve been weig"
25051,"Oh, this was so fun to read. I've always loved the"
7697361,I've been to a few party conventions in my life th
56073,Enjoyable read! interesting history lesson and lif
76401,"""The ""land of the free"" is no longer ""the home of "
1813888,I can't remember how old I was when I first read t
2396731,While I may not have liked this one quite as much 
192722,A LOT of American historical fiction focuses on th
1008231,"Well.. rant time, I guess.First of all, I was goin"
1298205,Dumbo written by Helen AbersonMy big sister used t
10814946,I absolutely adored this series! It is one that ge
18053060,The CW isdeveloping this bookand it's time to get 
56925511,am i counting this as a book i read this year? yes
14978,this book is great if you like exact terms for eac
91475,"4.5/5 starsI've mentioned this several times, but "
29921671,"""The negative idea of Unselfishness carries with i"
2999495,Have you ever wonderedwhat happens to all the poem
100464,Classic Coming of Age Story--Minus the love triang
30324,I readBlood and Chocolatewhen I was 14 but it's st
50495124,Very interesting material shared and well written 
406235,"This book contains this passage:""And this was perh"
880271,One of the BEST books I've EVER read! I was impres
803120,Mary and her grandmother exist on the fringes of s
87580,Geneva Gothic by way of GlasgoworCalvinists on the
41022133,I wish I could tell you this book is about gregari
12588363,Fallen inlove?Fallen 3.5?Is this a very nasty joke
53205854,This was exactly what I needed just now to set my 
60743332,Her jaws drop when she sees them. It’s an entire b
12389698,I am so in love with this series and the delicate 
372392,I don’t exaggerate when I am saying that I felt li
146263,"I picked up this book after reading a review of ""M"
77866,"I enjoyed this tremendously, even though I watched"
295651,This book is my favorite the series. It gives wome
8151,Laughter in the Darkis a love story or rather it i
50544,"In my youth, I had a strange list of comfort films"
50783772,I read a lot of books. I am an eclectic reader. Th
43884,"Goodkind imitates one of his characters, Jagang th"
22702552,Magic America is an enchanting dance between real 
3720975,Catching up…This is another book that I read a whi
2133795,Savvyis the new book from up and coming author aut
63220872,Exciting new Death Before Dragons spin-offI’m a su
6096231,4 stars.Most definitely a wonderful start to the s
17313873,"As I have said in the past, I read everything, and"
6901097,Profoundly Honest and Deeply Moving Journey into A
33418,Kaku starts off by comparing the big bang to the c
134097,To check out my review:https://dancinginth3dark.wo
44436221,There are aliens walking among us.There are people
29908754,"On a recent trip back to the UK, I was lucky enoug"
5941114,(B+) 77%| GoodNotes:Promises dark and edgy but tur
52225186,Wow! What do I even say about a book that has rend
13212225,"""Why did you want me to readthat?""""Because it’s a "
220969,Lee Child doesn't fail to deliver. What a compelli
15112621,This novel is absolutely fantastic. I always wonde
471174,Great book for anyone wanting to know more about I
151908306,3★“Who put you in charge?It makes sense. I’m the b
40159,"“Are you badly hurt?”“Hideously,” said the king, w"
331227,I got a new friend on Good Reads the other day and
26125352,4.5 STARSSeparated twin sisters Gabriella and Isab
285011,I really tried to like this book and get carried a
22463,"such a freakin' genius! and the sadest part is, th"
13212225,Wow! This book got reallyreally popular! 1332 rati
270208,Ugh. It took me a really long time to read this bo
57251466,Westwind Secrets by Marilyn Dalla ValleI received 
114167,3 stories of about 150 pages. Old stories but stil
88405,Not my favorite of his--that would be The Assault-
190361,"This was the last Anita Blake novel worth reading,"
1427,"1 star. Self-congratulatory, conceited wankery. On"
298137,Always thought non-fiction wasn't for me but this 
31845516,"Well, now I feel better. This book pissed me off. "
55196363,Following up on my review of book 1 of the new ver
177076,"This book started out great. The first line, ""Afte"
42815556,"Reread with For Love Of. A Book Group, earned this"
99442,This book is profound. I know you're thinking of c
40219200,I did not have the privilege of growing up with Ha
10574,Feeling generous with my 3.75 stars.Turning to ano
2249507,Okay for fear of being tarred and feathered I have
23677341,"“We may not get to choose how we die, but we can c"
139253,Book Review4 out of 5 stars toThe House on Mango S
104737,"After readingThe Beekeeper's Apprentice, I decided"
22304,"""Now: I believe that you've had most of your impor"
5941233,"Ugh, this book was annoying from page 1.Alisa, the"
181087,This is story-wise pretty straightforward and simp
55399,I have a Booktube channel now! Subscribe here:http
219633,I’ve been looking forward to reading this story fo
669570,"My first published novel, and I have to say: I am "
781182,Read this in 1991 just after it first came out. I 
407281,It started off with promise but ended up being a h
9833,Murakami shares 24(!) short stories taking you to 
41021501,I have tried to write this review several times. I
93722,Well it is almost 1 o'clock and I just finished th
1576334,"Happy Birthday, Andy.Once upon a time, when New Yo"
42156,"Well, this was my first, and now probably last, fo"
1623567,English Grammar in Usewas a required reading for m
47957,"OH ANNE, you expectation-shattering fountain ofCOY"
2219561,It is 1960 and it is clear that the world is chang
5187,"people complain about ruth being ""white trash,"" bu"
2904804,I'm about half way through the book. It's encourag
459375,I learnt more about Scotland and Rebus from this b
187181,The book jacket tells us that this was the first b
15811545,I attended the Port Townsend Writers’ Conference t
226440,I read this book in big gulps and didn't want to s
30593,If one wanted to undertake a neat little study of 
17362,There are some advantages to growing up very south
6628,In a nutshell: this book is a suspenseful absurdis
2228778,This workbook complements the Seven Steps to Inner
6624061,Kelly GarwoodNelson Mandela Foundation & U. Wezith
196970,This is such a classic!I LOVE this Christmas story
153747,"“Where the White Whale, yo?”Ah, my first DBR. And "
2888317,I really really like Zach and Annie. I hope we get
8779896,Classic horror tale. A family and their son Herber
19543,"I have no doubt that this book damaged me, psychol"
446,"Wasn't sure whether I'd like Auster, but I enjoyed"
32722510,...one puzzle of daily life at the villa was this:
3276637,This is the third book in a 5 book series. The ser
18104607,"THREE MADDOX STARS.“I was in trouble. Big, disastr"
153789,This is my favorite of Tamora Pierce's Tortall ser
826845,"2nd READ IN 2020Well let's be honest, who reads th"
19017771,*sigh* Why do I love adding math books I'm most li
6413444,Edit: the pedophile I'm talking about in my review
200357113,"Oh boy, where do I even start with ""The Girl with "
5157,A resolution of mine for 2013 was to read books by
2330877,I gave up at 40% and deleted it off my Kindle. Jus
156723,.good pretty isMementoNolan's .screen the on best 
2393575,"Rick Perlstein’s Nixonland provides a feverish, hi"
17292676,"Finishing the last book of the trilogy, The Death "
158770,"The historical novel recounts the kingdoms of Wu, "
94529,I knew next to nothing about Captain James Cook wh
4982,I'll start with a roundabout introduction. Garry K
590125,I had very ambiguous feelings about Kirsten Miller
18143905,I LEARNED SO MUCH FROM THIS BOOK!Let's do a good o
12914,"it's almost summertime, and you know what that mea"
371787,As the fourth in the Malloreon series this book se
500743,"3.5 starsThe first book was aboutWarriors, so now "
361487,Becoming Naomi Leon - reviewOne of her favorite sa
11561469,I have a hard time understanding why people enjoye
356896,Og Mandino’sThe Greatest Salesman in the Worldstar
493455,The Uglies Trilogy contains three stories about th
49436,This book is driving me fricking nuts. I'm struggl
639197,Ms. Harrison was brave to write a story like this.
32277642,"Along the shore the cloud waves break,The twin sun"
3636,Jonas is an 11-year-old boy living in what he beli
1206385,"Being a huge Pro Wrestling fan, I have read a lot "
6056726,I have a later version of this. It's hard to decid
13165142,Take a deep breath.Feel the panic swing freely in 
92250,"Iconoclastic & surreal & immediate, this meditatio"
65091,Rating: 5 stars!The Frog Princess is one of those 
6624871,"As seen onThe ReadventurerWhat a mean, ugly, venom"
124272,”’The women one meets--what are they but books one
14940,Comes a time - if you manage to live long enough -
12770,Here’s one that really surprised me. I had not exp
4138,"Sardonic and droll, the abridged audio of David Se"
25320,"Travel to distant lands, meet strange and exotic n"
36475,“The drama I have to tell is intense and intellect
59980,This is one of those books that's been absorbed in
765654,I love everything about this story. I love the ill
1061447,"I always forget how much I enjoy this series, a sp"
101359,Given the bad or naive food photography of the 195
13140,Reading all the Alex Cross books to date is one of
767680,If you give a mouse a cookieis the story of the pe
23447923,This was a beautiful coming of age story of a youn
31623,Reading through many of the reviews of this book o
18669169,"For the longest time, I avoided reading about Worl"
62805,"The first couple of times I read Mishima, he left "
826845,"What if you live in a post-apocalyptic world, wher"
20980987,I wouldn't call myself a fan of Amanda Palmer. The
1422252,In each of the paranormal romances of theArgeneaus
53914938,"""Welcome to BP""I'm a bit surprised at myself for g"
24244,Most forms of entertainment come with the expectat
6068450,I'm going to repeat this review for all of the Psy
36260006,I just love this series so much!!!
49006,"This book contains lots of action, and some romanc"
45258,"By the time I finished it, I hated this book and i"
2115,I hate how cold the books are. Ouch. I don't think
6271195,Book Title: The Last Pharaoh: Mubarak and the Unce
226113,"2.5★From the blurb: “Part thriller, part historica"
1166131,It was ok. Maybe not as good as the Alex Rider or 
413432,Definitely recommended. Research is showing that p
35805,Mum: How many stars would you give this?LRN: I thi
18210758,Great motivational book that has a great message.
4141,"'My sisters, stuffed with sausages.......'Who can "
7823549,Immortal Beloved (IB 01)by Cate Tiernan: 2 “Captai
5556466,*4.5 stars*It didn’t take much forJohn Hartto conv
3271478,"Arana’s Visitor by Julie Rollins, a reviewBook 1 o"
140077,True Blood book 4The most entertaining episode to 
13107655,"It starts with girl meet NS who is hot as hell, th"
316558,I was kind of sad to see other reviews about this 
59332540,"— arc review: 5 stars ✰""but jacks didn't stop foll"
56594,💔Beautifully written. The man loses the dream love
74951328,Burned out is an outstanding book about the health
30319086,yet another reread and its good to know that dark 
4511335,"This was okay, but Douglas Wilson's ""Lincoln's Swo"
603260,"Seven pages in, a passage that ostensibly illustra"
19501,WHY? I cringe to think why so many women want to f
53169,"Let's start with, ""...Oh, my god..."" in a very, ve"
14461,"This was a cool book idea, but the weak protagonis"
4389678,"Hmmm - I readDrawing the Veilfirst, because it is "
1003725,[Note: Rating increased from 3 to 4 stars after re
121405,A lovely novella with surprising depth of characte
2133827,I love you crookedly because my heart's been unhin
62268,I feel like I should preface this review with a li
51695,If you want to read the story of a woman who knew 
49540,An absolutely magnificent novel! To think that it 
153792,2.5. This book is not nearly as strong as the firs
2135419,"This is an interesting book, but ultimately diappo"
18053524,"Lawyers in Hell, edited by Janet Morris, is a sati"
32370,"""Dry."" This book I read the next day... couldn't p"
104342,"""Grass! Millions of square miles of it... a hundre"
469571,"All the Pretty Horses (The Border Trilogy, #1), Co"
5355136,What a mess.This was my first Lisa Scottoline book
298568,I'm re-listening to these. The Spook's Apprentice 
1212830,This short sf/fantasy story is one of those rare t
25744928,It is easy to lose yourself in shallow work - I'll
58832,Take a minute and think about all of the books tha
16279856,I go off track my reading challenge schedule. I ju
883995,When you reread an old favourite you run the risk 
23912,A small collection of poems from 18th century Engl
16341,"Oh, this is a good one!Alright, before the interne"
34703445,Mini Review(I read this inArcanum Unbounded: The C
25855082,It's pretty unlikely that I would ever buy a ficti
27774596,”Sometimes I felt as if we were all wading around 
107774,3.5this is why you can't do something nice for a m
42909,I loved this third book in James Herriot's All Cre
85679,And if you feel your forces fadingYou won't be the
205879799,"This was surprisingly good. Admittedly, the world-"
4095139,"Great first hand account of the Anglo-Boer war, fr"
832104,The debate surrounding the age of the universe has
285011,This book was fantastic. It was something differen
85448,I cannot remember ever bailing on a book after put
76507,"My tale was heard and yet it was not told,My fruit"
1795353,Tibbe is a shy newspaper reporter who mostly write
12829446,3.5/5 🌟 *rounded up4/5 ❤️‍🩹3/5 🥰0/5 🌶️0/5 🔎3/5 😰😱3
164719,See... F-I-V-E Bloody stars!My dad would have kick
29917,My experience was the opposite of one of the revie
34497,ReadingThe Color of Magicis akin to eating an enti
175829,"This one is equal parts teaching and travelogue, a"
13538552,Here is what I know:My Name is Budo.I have been al
40409718,Bukowski was once an idol of mine. I've since grow
30241,"A perfectly supernatural spooky read for October, "
57645345,"This is absolutely a GREAT HIT!Well, the best thin"
5064,We who are born poor have to use cunning to get wh
2636119,Tanenbaum is a master at creating and involving od
17780,There's one thing you need to know about me: I’ve 
416337,Watch as the great 'magician' Stalin makes commiss
30333938,I hated this book. JUST KIDDING!Let's start with L
280111,I got my first Bible in 1974 and have been reading
17348308,3.5 STARS!Two secrets. One bet. Who will break fir
15843166,Not good. I can sum up this book pretty quickly. I
472276,Let them understand that food and drink play an im
11127,I discovered The Chronicles of Narnia when I was s
303460,I try to express only my most honest opinion in a 
23492589,The good news is that it isn’t as bad asMr. Merced
36341204,“Maybe this isn’t how life works. Maybe it’s all a
20701984,It doesn’t take a genius to figure out why I wante
786256,Read for my toddler’s nap time. A baby bat and its
59900661,"Joanna Quinn’s debut’s an interwar, family saga th"
13415554,I didn't expect to like this novella because I was
7825557,This debut YA novel is getting a lot of well-deser
390305,I found this book to be a bit of a mixture and the
23031,“They're always looking forward to going places th
337113,The Tenant of Wildfell Hallis not quiteWuthering H
15102,This book is an absolute delight from start to fin
153542,Mike Mulligan has been my most favorite book ever 
298730,I think I'm done with this series.A lot of the cha
62686425,Karl Braungart brings in new characters and turns 
2767134,Ever since her moneylender father committed suicid
24738,"I'm pretty sure I've mentioned this before, but I'"
61880,*** 5 ***A buddy read with Evgeny and Maria becaus
104189,I am currently reading this book; I saw it in Walm
40100,"With a special needs sister myself, I have to conf"
579228,I very much enjoyed Megan McDonald'sStink...The In
62992,Taking on the task of writing a sequel to H.G. Wel
91359,"of all the books i've read on the subject, this is"
394057,welcome back to I Used To Be Smart And I Could Rea
22584,“Love isn't just wanting another person the way yo
13606472,"Again, more of the same (see my revew of the first"
13650513,"Well, it's not like I really disagree with C.S. Le"
6763961,"The second book in this amazing series, and I enjo"
4268157,I read this a while ago and I always meant to revi
13835,I was looking at the cover of my library copy of t
16071681,5 starsI really loved this one. It was better than
57789637,2 stars✨ this was my most anticipated 2022 read...
13376,This is one of the almost perfect books written fo
8874743,I hated this in 2013 and i hated it in 2016.Though
54183020,I was a bit worried I wouldn't understand much in 
176827,I absolutely love this book - it's most definitely
76740,This is what my poor review looks like now that th
482975,I read A Million Little Pieces by James Frey and I
2567261,THE HISTORICAL LEDGER gives famous spies and trait
5113,"“I’m just sick of ego, ego, ego. My own and everyb"
15832316,HOLY HELL. What an absolutely BRILLIANT book. 5+ s
611233,"This was a re-read for me, and what a pleasure it "
154798,Coulda Been a Contender...What if Superman had cra
3419808,Sexuality in beautiful young women in backward soc
380364,"Me ha gustado, sobre todo, la primera mitad del li"
7685763,"What can I say except that even at the 31st book, "
2278387,This book goes down a lot better if you realize th
55403,Black Hawk Down: A Story of Modern Wargives reader
31450852,"""With you gone, my lord, I... I took the night to "
13707738,Fascinating book about financial crisis in Iceland
1279686,Wow! After a slow start this historical fictional 
42941607,To say that Hairspray and Lighter (The Detectives 
2157243,Every time I read these books I get this warm and 
27111181,Paradox Effect by Gabriel F.W. Koch is a complex a
4965,I would have given this a higher rating if not for
268187,This is by far one of the darkest books I've ever 
2251306,I think I would give this book 3.5 stars if I coul
396266,I think I lost more sleep over this one than The T
2798647,Excellent and telling book which I found I could h
380364,The time was rough and the time was wild…If you th
2833745,This week has not been a good one for my book choi
107103,"To me, the seventies was the golden age of Batman "
34912895,"All this time, Dad had taught Leni how dangerous t"
90619,"The story of a house all lit, the house of four fl"
41454019,"“But I warn you, little warrior. The price of powe"
15742039,If there is one major talent that Kristen Ashley h
6424184,I thought this book was interesting but it annoyed
317282,"It was a fun enough book, read well enough - I got"
26123136,Wow! Where to start?!Lucian Bane once again sets u
13486122,*spoilers ahoy! Check yourself before you wreck yo
343718,Another lovely Scholastic Book Fair find from back
357,“The impossible often has a kind of integrity to i
782580,"Ladies and gentlemen, make way for the BLOWOUT! sc"
9838977,This could have been good. This could have been re
3377988,If Sierra had stuck to realism in this story in rh
40102,I think this book wins my prize for Most Easily Mi
7413317,Eloik has always let fear rule his life. But as a 
1658265,Some books are great and you want to turn the page
25106,Re-Read: 6/1/20I still like all the things I've al
51018423,Winter Black is a rookie FBI agent investigating h
4134071,"Okay, so the House of Night series is seriously on"
28194,"Reread - April 2021.Still a 5 star read, but mainl"
816870,Great story about the Revolutionary War from the p
394535,Spilled...emptied...wrung out…soul-ripped...that p
1648212,"I've dreaded reviewing this book, as it's the type"
61085357,"Homo Cosmicus 2: Titan, by Todor Bombov, is an exi"
608906,I remember reading this back in elementary school 
41150487,I recieved this book from NetGalley in exchange fo
62229748,"Well, yikes.Here are the things I knew about this "
3359011,This is my latest novel. 'A Time to Tell' is a rom
6601404,It just goes to show -- sometimes we all ought to 
119290,Charles Baxter- image from Sycamore ReviewThis a d
